query,label,complexity,recommended_llm,needs_followup,distractor_label,biomarkers,is_high_risk,query_length
Compare the potassium content in bananas and potatoes,comparison,3,Mistral,True,therapy,[],False,8
How much iron is in a 3-ounce serving of beef?,general,2,TinyLlama,False,recommendation,[],False,10
What is the best diet for managing IBS symptoms?,therapy,4,Mistral,True,recommendation,[],True,9
Is intermittent fasting safe for people with diabetes?,therapy,4,Mistral,True,general,[],True,8
How much calcium is in a cup of yogurt?,general,2,TinyLlama,False,recommendation,[],False,9
What foods are high in vitamin K?,general,2,TinyLlama,False,therapy,[],False,7
Compare the calorie content in beer vs wine,comparison,2,TinyLlama,False,recommendation,[],False,8
How much protein do I need to build muscle?,recommendation,3,Mistral,True,therapy,[],False,9
What is the best diet for high cholesterol?,therapy,3,Mistral,True,recommendation,[],False,8
Can I eat eggs every day?,general,2,TinyLlama,True,recommendation,[],False,6
Compare the sugar content in fruit juice vs soda,comparison,3,Mistral,True,therapy,[],False,9
How much vitamin D is in a serving of salmon?,general,2,TinyLlama,False,recommendation,[],False,10
What foods should I eat for healthy skin?,recommendation,3,Mistral,True,therapy,[],False,8
Is it safe to follow a vegan diet during pregnancy?,therapy,4,Mistral,True,general,[],True,10
How much magnesium is in a handful of almonds?,general,2,TinyLlama,False,recommendation,[],False,9
What is the best diet for autoimmune diseases?,therapy,4,Mistral,True,recommendation,[],True,8
Compare the iron absorption from plant vs animal sources,comparison,4,Mistral,True,therapy,[],False,9
How much water should I drink during exercise?,recommendation,3,Mistral,True,therapy,[],False,8
What foods are good for lowering blood pressure?,therapy,3,Mistral,True,recommendation,[],False,8
Can I eat cheese if I'm lactose intolerant?,general,2,TinyLlama,True,therapy,[],False,8
Compare the protein content in tofu and chicken,comparison,3,Mistral,True,therapy,[],False,8
How much fiber should I eat for IBS-C?,recommendation,4,Mistral,True,therapy,[],False,8
What is the best diet for managing menopause symptoms?,therapy,4,Mistral,True,recommendation,[],True,9
Is coconut sugar better than regular sugar?,general,2,TinyLlama,True,recommendation,[],False,7
How much vitamin E is in a tablespoon of olive oil?,general,2,TinyLlama,False,recommendation,[],False,11
What foods should I avoid if I have kidney stones?,therapy,4,Mistral,True,recommendation,"['uric_acid', 'calcium', 'oxalate']",True,10
Compare the glycemic index of sweet potatoes vs white potatoes,comparison,3,Mistral,True,therapy,[],False,10
How much zinc should I take for immune support?,recommendation,4,Mistral,True,therapy,[],False,9
What is the best diet for managing arthritis?,therapy,4,Mistral,True,recommendation,[],True,8
Can I eat popcorn if I have diverticulosis?,general,2,TinyLlama,True,therapy,[],False,8
Compare the antioxidant content in dark chocolate vs milk chocolate,comparison,3,Mistral,True,therapy,[],False,10
How much selenium is in a Brazil nut?,general,2,TinyLlama,False,recommendation,[],False,8
What foods are high in vitamin B12?,general,2,TinyLlama,False,therapy,[],False,7
Is it healthy to eat late at night?,general,2,TinyLlama,True,recommendation,[],False,8
How much protein is in a cup of lentils?,general,2,TinyLlama,False,recommendation,[],False,9
What is the best diet for managing anxiety?,therapy,4,Mistral,True,recommendation,[],True,8
Compare the omega-6 to omega-3 ratio in different cooking oils,comparison,4,Mistral,True,therapy,[],False,10
How much folate should I take during pregnancy?,recommendation,5,Mistral,True,therapy,[],False,8
What foods should I eat for better sleep?,recommendation,3,Mistral,True,therapy,[],False,8
Can I drink herbal tea while on blood thinners?,therapy,5,Mistral,True,general,[],True,9
Compare the phytate content in raw vs sprouted almonds,comparison,4,Mistral,True,therapy,[],False,9
How much chromium is in a cup of broccoli?,general,2,TinyLlama,False,recommendation,[],False,9
What is the best diet for managing Crohn's disease?,therapy,5,Mistral,True,recommendation,[],True,9
Is it safe to take vitamin D supplements daily?,general,3,Mistral,True,therapy,[],False,9
How much biotin is in a single egg?,general,2,TinyLlama,False,recommendation,[],False,8
What's the difference between raw and boiled bambara nut phytate levels?,comparison,3,TinyLlama,True,,[],False,11
Which gives better zinc absorption for children: millet or sorghum?,comparison,4,Mistral,True,,[],False,10
How does vitamin K in raw kale compare to fermented soy (natto)?,comparison,3,TinyLlama,True,,[],False,12
Unfermented ogi or sourdough bread—which has lower phytate content?,comparison,4,Mistral,True,,[],False,9
Which has better protein quality: cowpea or bambara nut based on PDCAAS?,comparison,3,TinyLlama,True,,[],False,12
"Between palm oil and shea butter,  which is better for vitamin E absorption?",comparison,2,TinyLlama,True,,[],False,13
How does iron bioavailability compare between raw and sprouted lentils?,comparison,4,Mistral,True,,[],False,10
"Which African staple—fufu,  ugali,  or banku—has the lowest phytate?",comparison,3,TinyLlama,True,,[],False,9
Boiled yam versus roasted plantain—which has lower glycemic index?,comparison,3,TinyLlama,True,,[],False,9
Which is better for gut microbiome: palm wine or fermented maize?,comparison,4,Mistral,True,,[],False,11
How does calcium content compare in traditional Nigerian and Ghanaian soups?,comparison,3,TinyLlama,True,,[],False,11
Which has more lysine: bambara nut or cowpea?,comparison,2,TinyLlama,True,,[],False,8
How does vitamin C retention compare between sun-dried and smoked tomatoes?,comparison,3,TinyLlama,True,,[],False,11
"For blood sugar control,  is unripe plantain better than cassava?",comparison,3,TinyLlama,True,,[],False,10
How does zinc level compare between fresh and dried fish from Lake Victoria?,comparison,3,TinyLlama,True,,[],False,13
"Which traditional fermentation method—ogi,  akamu,  or kenkey—reduces phytate most?",comparison,4,Mistral,True,,[],False,9
How does protein digestibility compare between boiled and roasted groundnuts?,comparison,3,TinyLlama,True,,[],False,10
Which is better for vitamin A absorption: palm oil or coconut oil?,comparison,2,TinyLlama,True,,[],False,12
How does iron content compare between fresh and canned spinach?,comparison,2,TinyLlama,True,,[],False,10
Which has less oxalate: raw amaranth or cooked jute leaves?,comparison,3,TinyLlama,True,,[],False,10
How does vitamin B12 content compare between fortified and unfortified plant milks?,comparison,3,TinyLlama,True,,[],False,12
Which is better for choline intake: boiled egg or palm nut soup?,comparison,2,TinyLlama,True,,[],False,12
How does magnesium bioavailability compare between raw and roasted pumpkin seeds?,comparison,4,Mistral,True,,[],False,11
Which has more tryptophan: unfermented or fermented soy?,comparison,3,TinyLlama,True,,[],False,8
How does potassium content compare between fresh and dried bananas?,comparison,2,TinyLlama,True,,[],False,10
Which is better for gut health: palm wine or fermented cassava?,comparison,4,Mistral,True,,[],False,11
How does vitamin D3 compare between fortified milk and egg yolks?,comparison,3,TinyLlama,True,,[],False,11
Which African legume has the highest methionine: bambara nut or pigeon pea?,comparison,3,TinyLlama,True,,[],False,12
How does calcium absorption compare between traditional and commercial yogurts?,comparison,4,Mistral,True,,[],False,10
Which is better for vitamin K2 absorption: palm oil or shea butter?,comparison,3,TinyLlama,True,,[],False,12
"How does phytate reduction compare between soaking,  sprouting,  and fermenting cowpeas?",comparison,4,Mistral,True,,[],False,11
Which has more lycopene: fresh or cooked tomatoes?,comparison,2,TinyLlama,True,,[],False,8
How does iron content compare between traditional Nigerian and Ghanaian soups?,comparison,3,TinyLlama,True,,[],False,11
"For blood sugar control,  is roasted yam better than boiled yam?",comparison,3,TinyLlama,True,,[],False,11
How does zinc level compare between fresh and dried crayfish?,comparison,3,TinyLlama,True,,[],False,10
"Which traditional preparation—ogi,  akamu,  or kenkey—lowers phytate most?",comparison,4,Mistral,True,,[],False,8
How does protein quality compare between boiled and roasted groundnuts?,comparison,3,TinyLlama,True,,[],False,10
Which is better for vitamin E absorption: palm oil or coconut oil?,comparison,2,TinyLlama,True,,[],False,12
How does iron bioavailability compare between fresh and canned spinach?,comparison,3,TinyLlama,True,,[],False,10
Which has less oxalate: raw amaranth or cooked jute leaves?,comparison,3,TinyLlama,True,,[],False,10
How does vitamin B12 compare between fortified and unfortified plant milks?,comparison,3,TinyLlama,True,,[],False,11
Which provides better choline intake: boiled egg or palm nut soup?,comparison,2,TinyLlama,True,,[],False,11
How does magnesium bioavailability compare between raw and roasted pumpkin seeds?,comparison,4,Mistral,True,,[],False,11
Which has more tryptophan: unfermented or fermented soy?,comparison,3,TinyLlama,True,,[],False,8
How does potassium content compare between fresh and dried bananas?,comparison,2,TinyLlama,True,,[],False,10
Which is better for gut health: palm wine or fermented cassava?,comparison,4,Mistral,True,,[],False,11
How does vitamin D3 compare between fortified milk and egg yolks?,comparison,3,TinyLlama,True,,[],False,11
Which African legume has the highest methionine: bambara nut or pigeon pea?,comparison,3,TinyLlama,True,,[],False,12
How does calcium absorption compare between traditional and commercial yogurts?,comparison,4,Mistral,True,,[],False,10
Which is better for vitamin K2 absorption: palm oil or shea butter?,comparison,3,TinyLlama,True,,[],False,12
"How does phytate reduction compare between soaking,  sprouting,  and fermenting cowpeas?",comparison,4,Mistral,True,,[],False,11
Which has more lycopene: fresh or cooked tomatoes?,comparison,2,TinyLlama,True,,[],False,8
How does iron content compare between traditional Nigerian and Ghanaian soups?,comparison,3,TinyLlama,True,,[],False,11
"For blood sugar control,  is roasted yam better than boiled yam?",comparison,3,TinyLlama,True,,[],False,11
How does zinc level compare between fresh and dried crayfish?,comparison,3,TinyLlama,True,,[],False,10
"Which traditional preparation—ogi,  akamu,  or kenkey—lowers phytate most?",comparison,4,Mistral,True,,[],False,8
How does protein quality compare between boiled and roasted groundnuts?,comparison,3,TinyLlama,True,,[],False,10
Which is better for vitamin E absorption: palm oil or coconut oil?,comparison,2,TinyLlama,True,,[],False,12
How does iron bioavailability compare between fresh and canned spinach?,comparison,3,TinyLlama,True,,[],False,10
Which has less oxalate: raw amaranth or cooked jute leaves?,comparison,3,TinyLlama,True,,[],False,10
How does vitamin B12 compare between fortified and unfortified plant milks?,comparison,3,TinyLlama,True,,[],False,11
Which provides better choline intake: boiled egg or palm nut soup?,comparison,2,TinyLlama,True,,[],False,11
How does magnesium bioavailability compare between raw and roasted pumpkin seeds?,comparison,4,Mistral,True,,[],False,11
Which has more tryptophan: unfermented or fermented soy?,comparison,3,TinyLlama,True,,[],False,8
How does potassium content compare between fresh and dried bananas?,comparison,2,TinyLlama,True,,[],False,10
Which is better for gut health: palm wine or fermented cassava?,comparison,4,Mistral,True,,[],False,11
How does vitamin D3 compare between fortified milk and egg yolks?,comparison,3,TinyLlama,True,,[],False,11
Which African legume has the highest methionine: bambara nut or pigeon pea?,comparison,3,TinyLlama,True,,[],False,12
How does calcium absorption compare between traditional and commercial yogurts?,comparison,4,Mistral,True,,[],False,10
Which is better for vitamin K2 absorption: palm oil or shea butter?,comparison,3,TinyLlama,True,,[],False,12
"How does phytate reduction compare between soaking,  sprouting,  and fermenting cowpeas?",comparison,4,Mistral,True,,[],False,11
Which has more lycopene: fresh or cooked tomatoes?,comparison,2,TinyLlama,True,,[],False,8
How does iron content compare between traditional Nigerian and Ghanaian soups?,comparison,3,TinyLlama,True,,[],False,11
"For blood sugar control,  is roasted yam better than boiled yam?",comparison,3,TinyLlama,True,,[],False,11
How does zinc level compare between fresh and dried crayfish?,comparison,3,TinyLlama,True,,[],False,10
"Which traditional preparation—ogi,  akamu,  or kenkey—lowers phytate most?",comparison,4,Mistral,True,,[],False,8
How does protein quality compare between boiled and roasted groundnuts?,comparison,3,TinyLlama,True,,[],False,10
Which is better for vitamin E absorption: palm oil or coconut oil?,comparison,2,TinyLlama,True,,[],False,12
How does iron bioavailability compare between fresh and canned spinach?,comparison,3,TinyLlama,True,,[],False,10
Which has less oxalate: raw amaranth or cooked jute leaves?,comparison,3,TinyLlama,True,,[],False,10
How does vitamin B12 compare between fortified and unfortified soy milk?,comparison,3,TinyLlama,True,,[],False,11
Which provides better choline intake: boiled egg or palm nut soup?,comparison,2,TinyLlama,True,,[],False,11
How does magnesium bioavailability compare between raw and roasted sesame seeds?,comparison,4,Mistral,True,,[],False,11
Which has more tryptophan: unfermented or fermented cowpea?,comparison,3,TinyLlama,True,,[],False,8
How does potassium content compare between fresh and dried mango?,comparison,2,TinyLlama,True,,[],False,10
